va	rva	size	module	source	symbol
0x140053340	0x53340	109	ufbx	original/fbx/ufbx.c	ufbx_generate_indices
0x1400533B0	0x533B0	49	ufbx	original/fbx/ufbx.c	ufbx_generate_normal_mapping
0x1400533F0	0x533F0	188	ufbx	original/fbx/ufbx.c	ufbx_get_blend_shape_vertex_offset
0x1400534B0	0x534B0	434	ufbx	original/fbx/ufbx.c	ufbx_get_blend_vertex_offset
0x140053670	0x53670	291	ufbx	original/fbx/ufbx.c	ufbx_get_compatible_matrix_for_normals
0x1400537A0	0x537A0	26	ufbx	original/fbx/ufbx.c	ufbx_get_prop_element
0x1400537C0	0x537C0	19	ufbx	original/fbx/ufbx.c	ufbx_get_triangulate_face_num_indices
0x1400537E0	0x537E0	1188	ufbx	original/fbx/ufbx.c	ufbx_inflate
0x140053C90	0x53C90	3	ufbx	original/fbx/ufbx.c	ufbx_is_thread_safe
0x140053CA0	0x53CA0	18	ufbx	original/fbx/ufbx.c	ufbx_load_file
0x140053CC0	0x53CC0	653	ufbx	original/fbx/ufbx.c	ufbx_load_file_len
0x140053F50	0x53F50	64	ufbx	original/fbx/ufbx.c	ufbx_load_geometry_cache
0x140053F90	0x53F90	52	ufbx	original/fbx/ufbx.c	ufbx_load_geometry_cache_len
0x140053FD0	0x53FD0	204	ufbx	original/fbx/ufbx.c	ufbx_load_memory
0x1400540A0	0x540A0	27	ufbx	original/fbx/ufbx.c	ufbx_load_stdio
0x1400540C0	0x540C0	376	ufbx	original/fbx/ufbx.c	ufbx_load_stdio_prefix
0x140054240	0x54240	27	ufbx	original/fbx/ufbx.c	ufbx_load_stream
0x140054260	0x54260	235	ufbx	original/fbx/ufbx.c	ufbx_load_stream_prefix
0x140054350	0x54350	164	ufbx	original/fbx/ufbx.c	ufbx_matrix_determinant
0x140054400	0x54400	509	ufbx	original/fbx/ufbx.c	ufbx_matrix_for_normals
0x140054600	0x54600	886	ufbx	original/fbx/ufbx.c	ufbx_matrix_invert
0x140054980	0x54980	907	ufbx	original/fbx/ufbx.c	ufbx_matrix_mul
0x140054D10	0x54D10	1552	ufbx	original/fbx/ufbx.c	ufbx_matrix_to_transform
0x140055320	0x55320	232	ufbx	original/fbx/ufbx.c	ufbx_open_file
0x140055410	0x55410	537	ufbx	original/fbx/ufbx.c	ufbx_open_memory
0x140055630	0x55630	450	ufbx	original/fbx/ufbx.c	ufbx_prepare_prop_overrides
0x140055800	0x55800	51	ufbx	original/fbx/ufbx.c	ufbx_quat_dot
0x140055840	0x55840	89	ufbx	original/fbx/ufbx.c	ufbx_quat_fix_antipodal
0x1400558A0	0x558A0	326	ufbx	original/fbx/ufbx.c	ufbx_quat_mul
0x1400559F0	0x559F0	119	ufbx	original/fbx/ufbx.c	ufbx_quat_normalize
0x140055A70	0x55A70	297	ufbx	original/fbx/ufbx.c	ufbx_quat_rotate_vec3
0x140055BA0	0x55BA0	588	ufbx	original/fbx/ufbx.c	ufbx_quat_slerp
0x140055DF0	0x55DF0	2116	ufbx	original/fbx/ufbx.c	ufbx_quat_to_euler
0x140056640	0x56640	3778	ufbx	original/fbx/ufbx.c	ufbx_read_geometry_cache_real
0x140057510	0x57510	62	ufbx	original/fbx/ufbx.c	ufbx_read_geometry_cache_vec3
0x140057550	0x57550	38	ufbx	original/fbx/ufbx.c	ufbx_retain_geometry_cache
0x140057580	0x57580	38	ufbx	original/fbx/ufbx.c	ufbx_retain_line_curve
0x1400575B0	0x575B0	47	ufbx	original/fbx/ufbx.c	ufbx_retain_mesh
0x1400575E0	0x575E0	29	ufbx	original/fbx/ufbx.c	ufbx_retain_scene
0x140057600	0x57600	638	ufbx	original/fbx/ufbx.c	ufbx_sample_geometry_cache_real
0x140057880	0x57880	72	ufbx	original/fbx/ufbx.c	ufbx_sample_geometry_cache_vec3
0x1400578D0	0x578D0	22	ufbx	original/fbx/ufbx.c	ufbx_subdivide_mesh
0x1400578F0	0x578F0	481	ufbx	original/fbx/ufbx.c	ufbx_tessellate_nurbs_curve
0x140057AE0	0x57AE0	528	ufbx	original/fbx/ufbx.c	ufbx_tessellate_nurbs_surface
0x140057CF0	0x57CF0	279	ufbx	original/fbx/ufbx.c	ufbx_transform_direction
0x140057E10	0x57E10	344	ufbx	original/fbx/ufbx.c	ufbx_transform_position
0x140057F70	0x57F70	566	ufbx	original/fbx/ufbx.c	ufbx_transform_to_matrix
0x1400581B0	0x581B0	126	ufbx	original/fbx/ufbx.c	ufbxi_aa_tree_find
0x140058230	0x58230	263	ufbx	original/fbx/ufbx.c	ufbxi_aa_tree_insert
0x140058340	0x58340	672	ufbx	original/fbx/ufbx.c	ufbxi_absolute_to_relative_path
0x1400585E0	0x585E0	1737	ufbx	original/fbx/ufbx.c	ufbxi_add_connections_to_elements
0x140058CB0	0x58CB0	356	ufbx	original/fbx/ufbx.c	ufbxi_add_constraint_prop
0x140058E20	0x58E20	707	ufbx	original/fbx/ufbx.c	ufbxi_adler32
0x1400590F0	0x590F0	293	ufbx	original/fbx/ufbx.c	ufbxi_alloc_size
0x140059220	0x59220	133	ufbx	original/fbx/ufbx.c	ufbxi_array_type_size
0x1400592B0	0x592B0	82	ufbx	original/fbx/ufbx.c	ufbxi_ascii_accept
0x140059310	0x59310	2449	ufbx	original/fbx/ufbx.c	ufbxi_ascii_next_token
0x140059CB0	0x59CB0	4561	ufbx	original/fbx/ufbx.c	ufbxi_ascii_parse_node
0x14005AE90	0x5AE90	356	ufbx	original/fbx/ufbx.c	ufbxi_ascii_parse_version
0x14005B000	0x5B000	641	ufbx	original/fbx/ufbx.c	ufbxi_ascii_read_float_array
0x14005B290	0x5B290	591	ufbx	original/fbx/ufbx.c	ufbxi_ascii_read_int_array
0x14005B4E0	0x5B4E0	330	ufbx	original/fbx/ufbx.c	ufbxi_ascii_refill
0x14005B630	0x5B630	205	ufbx	original/fbx/ufbx.c	ufbxi_ascii_skip_until
0x14005B700	0x5B700	663	ufbx	original/fbx/ufbx.c	ufbxi_ascii_skip_whitespace
0x14005B9A0	0x5B9A0	275	ufbx	original/fbx/ufbx.c	ufbxi_ascii_try_ignore_string
